Date,Open,High,Low,Close,Adj Close,Volume,days
2010-01-04,7.931428909301758,7.961429119110107,7.565713882446289,7.639999866485596,7.639999866485596,17239600,0
2010-01-05,7.652856826782227,7.657143115997314,7.258571147918701,7.358571052551269,7.358571052551269,23753100,1
2010-01-06,7.361429214477539,7.67285680770874,7.197143077850342,7.617143154144287,7.617143154144287,23290400,2
2010-01-07,7.731429100036621,7.757143020629883,7.462856769561768,7.485713958740234,7.485713958740234,9955400,3
2010-01-08,7.498570919036865,7.742856979370117,7.465713977813721,7.614285945892334,7.614285945892334,8180900,4
2010-01-11,7.659999847412109,7.704286098480225,7.528571128845215,7.604286193847656,7.604286193847656,6783700,5
2010-01-12,7.528571128845215,7.582857131958008,7.451428890228271,7.481429100036621,7.481429100036621,6330100,6
2010-01-13,7.612856864929199,7.75428581237793,7.558570861816406,7.708570957183838,7.708570957183838,14422100,7
2010-01-14,7.518570899963379,7.575714111328125,7.269999980926514,7.284286022186279,7.284286022186279,17685500,8
2010-01-15,7.24571418762207,7.407143115997314,7.232857227325439,7.278571128845215,7.278571128845215,13031200,9
2010-01-19,7.25,7.382856845855713,7.242856979370117,7.314286231994629,7.314286231994629,5302500,10
2010-01-20,7.265714168548584,7.492856979370117,7.221428871154785,7.320000171661377,7.320000171661377,9685200,11
2010-01-21,7.217143058776855,7.454286098480225,7.214285850524902,7.312857151031494,7.312857151031494,8614900,12
2010-01-22,7.29714298248291,7.484285831451416,7.214285850524902,7.269999980926514,7.269999980926514,9395400,13
2010-01-25,7.29285717010498,7.357142925262451,6.931428909301758,7.018570899963379,7.018570899963379,13791400,14
2010-01-26,6.960000038146973,7.178571224212647,6.937142848968506,7.135714054107666,7.135714054107666,11343500,15
2010-01-27,7.142857074737549,7.311429023742676,6.992856979370117,7.281428813934326,7.281428813934326,23347100,16
2010-01-28,8.812856674194336,9.121429443359377,8.675713539123535,9.005714416503906,9.005714416503906,77352800,17
2010-01-29,8.962857246398926,9.224286079406738,8.79285717010498,8.89285659790039,8.89285659790039,24604300,18
2010-02-01,8.829999923706055,8.981429100036621,8.532856941223145,8.718570709228516,8.718570709228516,18914000,19
2010-02-02,8.70714282989502,8.878570556640625,8.695713996887207,8.835714340209961,8.835714340209961,10242400,20
2010-02-03,8.835714340209961,8.982856750488281,8.761428833007812,8.850000381469727,8.850000381469727,8761200,21
2010-02-04,8.764286041259766,8.89285659790039,8.59000015258789,8.619999885559082,8.619999885559082,11026400,22
2010-02-05,8.59571361541748,8.715714454650879,8.468570709228516,8.691429138183594,8.691429138183594,11099200,23
2010-02-08,8.705714225769043,8.815713882446289,8.571429252624512,8.699999809265137,8.699999809265137,9346400,24
2010-02-09,8.722857475280762,8.880000114440918,8.710000038146973,8.875714302062988,8.875714302062988,8811600,25
2010-02-10,8.872857093811035,8.918571472167969,8.720000267028809,8.784285545349121,8.784285545349121,5807900,26
2010-02-11,8.744285583496094,9.06999969482422,8.728570938110352,9.05142879486084,9.05142879486084,7203700,27
2010-02-12,9.0,9.025713920593262,8.868571281433105,9.025713920593262,9.025713920593262,8408400,28
2010-02-16,9.088570594787598,9.287142753601074,9.071429252624512,9.265713691711426,9.265713691711426,9922500,29
2010-02-17,9.255714416503906,9.255714416503906,9.061429023742676,9.21571445465088,9.21571445465088,8134000,30
2010-02-18,9.130000114440918,9.467143058776855,9.127142906188965,9.442856788635254,9.442856788635254,8806000,31
2010-02-19,9.407142639160156,9.581428527832031,9.36142921447754,9.521429061889648,9.521429061889648,8813000,32
2010-02-22,9.577142715454102,9.614286422729492,9.115714073181152,9.324286460876465,9.324286460876465,35298200,33
2010-02-23,9.265713691711426,9.321429252624512,9.167142868041992,9.192856788635254,9.192856788635254,13049400,34
2010-02-24,9.244285583496094,9.34000015258789,9.165714263916016,9.241429328918455,9.241429328918455,12005700,35
2010-02-25,9.14142894744873,9.374285697937012,9.014286041259766,9.372857093811035,9.372857093811035,10717700,36
2010-02-26,9.380000114440918,9.54714298248291,9.328571319580078,9.435713768005373,9.435713768005373,8620500,37
2010-03-01,9.431428909301758,9.964285850524902,9.431428909301758,9.95714282989502,9.95714282989502,12866700,38
2010-03-02,9.998571395874023,10.0,9.831428527832031,9.854286193847656,9.854286193847656,11956700,39
2010-03-03,9.447142601013184,9.770000457763672,9.374285697937012,9.649999618530272,9.649999618530272,22049300,40
2010-03-04,9.600000381469728,9.795714378356934,9.591428756713867,9.71571445465088,9.71571445465088,7063000,41
2010-03-05,9.75,9.814286231994627,9.575714111328123,9.66428565979004,9.66428565979004,9117500,42
2010-03-08,9.712857246398926,9.822856903076172,9.688570976257324,9.811429023742676,9.811429023742676,6064100,43
2010-03-09,9.742856979370115,10.192856788635254,9.735713958740234,9.991429328918455,9.991429328918455,14179900,44
2010-03-10,10.03857135772705,10.221428871154783,10.010000228881836,10.182856559753418,10.182856559753418,7744800,45
2010-03-11,10.157142639160156,10.227143287658691,10.061429023742676,10.170000076293944,10.170000076293944,8457400,46
2010-03-12,10.021429061889648,10.071429252624512,9.902856826782228,9.997142791748049,9.997142791748049,9369500,47
2010-03-15,9.997142791748049,9.997142791748049,9.880000114440918,9.942856788635254,9.942856788635254,7012600,48
2010-03-16,9.935713768005373,10.121429443359377,9.935713768005373,10.09000015258789,10.09000015258789,8498000,49
2010-03-17,10.128570556640623,10.248571395874023,10.057143211364746,10.131428718566896,10.131428718566896,4390400,50
2010-03-18,10.101428985595703,10.161429405212402,10.062856674194336,10.077142715454102,10.077142715454102,3593100,51
2010-03-19,10.100000381469728,10.128570556640623,10.010000228881836,10.064286231994627,10.064286231994627,9905700,52
2010-03-22,10.050000190734863,10.428570747375488,10.007143020629885,10.412857055664062,10.412857055664062,7216300,53
2010-03-23,10.428570747375488,10.498571395874023,10.289999961853027,10.422857284545898,10.422857284545898,4979100,54
