Date,Open,High,Low,Close,Adj Close,Volume,days
2010-01-04,4.627500057220459,4.65500020980835,4.527500152587891,4.622499942779541,4.24080228805542,80020400,0
2010-01-05,4.605000019073486,4.739999771118164,4.605000019073486,4.690000057220459,4.302727699279785,72864800,1
2010-01-06,4.6875,4.730000019073486,4.642499923706055,4.71999979019165,4.330248832702637,64916800,2
2010-01-07,4.695000171661377,4.715000152587891,4.59250020980835,4.627500057220459,4.245387554168701,54779200,3
2010-01-08,4.590000152587891,4.670000076293945,4.5625,4.637499809265137,4.254562854766846,47816800,4
2010-01-11,4.662499904632568,4.682499885559082,4.507500171661377,4.572500228881836,4.194928646087647,55661200,5
2010-01-12,4.505000114440918,4.522500038146973,4.322500228881836,4.417500019073486,4.052727699279785,62743200,6
2010-01-13,4.447500228881836,4.492499828338623,4.275000095367432,4.477499961853027,4.1077752113342285,50886800,7
2010-01-14,4.422500133514404,4.454999923706055,4.332499980926514,4.40749979019165,4.043554782867432,60852400,8
2010-01-15,4.375,4.412499904632568,4.21999979019165,4.277500152587891,3.9242897033691406,81819200,9
2010-01-19,4.244999885559082,4.385000228881836,4.232500076293945,4.357500076293945,3.997684001922608,54532800,10
2010-01-20,4.302499771118164,4.357500076293945,4.244999885559082,4.340000152587891,3.9816293716430655,71972800,11
2010-01-21,4.337500095367432,4.414999961853027,4.222499847412109,4.262499809265137,3.9105281829833984,60863200,12
2010-01-22,4.212500095367432,4.289999961853027,4.090000152587891,4.114999771118164,3.77520751953125,106791600,13
2010-01-25,4.182499885559082,4.264999866485596,4.152500152587891,4.184999942779541,3.839427947998047,64367600,14
2010-01-26,4.164999961853027,4.192500114440918,4.050000190734863,4.052499771118164,3.717867851257324,71463600,15
2010-01-27,4.050000190734863,4.177499771118164,4.005000114440918,4.162499904632568,3.8187851905822754,81250400,16
2010-01-28,4.195000171661377,4.210000038146973,3.964999914169312,4.022500038146973,3.690345048904419,68776400,17
2010-01-29,4.067500114440918,4.112500190734863,3.787499904632568,3.847500085830689,3.529796838760376,77470000,18
2010-02-01,3.862499952316284,4.150000095367432,3.829999923706055,4.142499923706055,3.800436496734619,94983200,19
2010-02-02,4.127500057220459,4.237500190734863,4.114999771118164,4.184999942779541,3.839427947998047,84981200,20
2010-02-03,4.147500038146973,4.237500190734863,4.127500057220459,4.21999979019165,3.871537923812866,56229600,21
2010-02-04,4.182499885559082,4.182499885559082,3.930000066757202,3.974999904632568,3.6467676162719727,78348000,22
